geo,nrg_cons,tax,period,year,semester,price_eur_per_kwh
DE,MWH500-1999,X_TAX,2020-S2,2020,S2,0.0885
DE,MWH500-1999,X_TAX,2021-S1,2021,S1,0.0908
DE,MWH500-1999,X_TAX,2021-S2,2021,S2,0.0967
DE,MWH500-1999,X_TAX,2022-S1,2022,S1,0.1512
DE,MWH500-1999,X_TAX,2022-S2,2022,S2,0.1782
DE,MWH500-1999,X_TAX,2023-S1,2023,S1,0.1904
DE,MWH500-1999,X_TAX,2023-S2,2023,S2,0.189
DE,MWH500-1999,X_TAX,2024-S1,2024,S1,0.1976
DE,MWH500-1999,X_TAX,2024-S2,2024,S2,0.201
DE,MWH500-1999,X_TAX,2025-S1,2025,S1,0.1828
DE,MWH500-1999,X_TAX,2025-S2,2025,S2,0.1828
DE,MWH500-1999,X_VAT,2007-S1,2007,S1,0.0957
DE,MWH500-1999,X_VAT,2007-S2,2007,S2,0.1013
DE,MWH500-1999,X_VAT,2008-S1,2008,S1,0.1053
DE,MWH500-1999,X_VAT,2008-S2,2008,S2,0.1078
DE,MWH500-1999,X_VAT,2009-S1,2009,S1,0.1132
DE,MWH500-1999,X_VAT,2009-S2,2009,S2,0.1134
DE,MWH500-1999,X_VAT,2010-S1,2010,S1,0.112
DE,MWH500-1999,X_VAT,2010-S2,2010,S2,0.119
DE,MWH500-1999,X_VAT,2011-S1,2011,S1,0.1248
DE,MWH500-1999,X_VAT,2011-S2,2011,S2,0.1243
DE,MWH500-1999,X_VAT,2012-S1,2012,S1,0.1277
DE,MWH500-1999,X_VAT,2012-S2,2012,S2,0.1297
DE,MWH500-1999,X_VAT,2013-S1,2013,S1,0.1425
DE,MWH500-1999,X_VAT,2013-S2,2013,S2,0.1444
DE,MWH500-1999,X_VAT,2014-S1,2014,S1,0.1586
DE,MWH500-1999,X_VAT,2014-S2,2014,S2,0.152
DE,MWH500-1999,X_VAT,2015-S1,2015,S1,0.1509
DE,MWH500-1999,X_VAT,2015-S2,2015,S2,0.1493
DE,MWH500-1999,X_VAT,2016-S1,2016,S1,0.1505
DE,MWH500-1999,X_VAT,2016-S2,2016,S2,0.1492
DE,MWH500-1999,X_VAT,2017-S1,2017,S1,0.1519
DE,MWH500-1999,X_VAT,2017-S2,2017,S2,0.1514
DE,MWH500-1999,X_VAT,2018-S1,2018,S1,0.1499
DE,MWH500-1999,X_VAT,2018-S2,2018,S2,0.1516
DE,MWH500-1999,X_VAT,2019-S1,2019,S1,0.1557
DE,MWH500-1999,X_VAT,2019-S2,2019,S2,0.1608
DE,MWH500-1999,X_VAT,2020-S1,2020,S1,0.1781
DE,MWH500-1999,X_VAT,2020-S2,2020,S2,0.1818
DE,MWH500-1999,X_VAT,2021-S1,2021,S1,0.1813
DE,MWH500-1999,X_VAT,2021-S2,2021,S2,0.186
DE,MWH500-1999,X_VAT,2022-S1,2022,S1,0.2132
DE,MWH500-1999,X_VAT,2022-S2,2022,S2,0.2056
DE,MWH500-1999,X_VAT,2023-S1,2023,S1,0.2192
DE,MWH500-1999,X_VAT,2023-S2,2023,S2,0.2175
DE,MWH500-1999,X_VAT,2024-S1,2024,S1,0.2328
DE,MWH500-1999,X_VAT,2024-S2,2024,S2,0.2359
DE,MWH500-1999,X_VAT,2025-S1,2025,S1,0.2281
DE,MWH500-1999,X_VAT,2025-S2,2025,S2,0.2264
DE,MWH70000-149999,I_TAX,2007-S1,2007,S1,0.1045
DE,MWH70000-149999,I_TAX,2007-S2,2007,S2,0.1113
DE,MWH70000-149999,I_TAX,2008-S1,2008,S1,0.1155
DE,MWH70000-149999,I_TAX,2008-S2,2008,S2,0.1161
DE,MWH70000-149999,I_TAX,2009-S1,2009,S1,0.1185
DE,MWH70000-149999,I_TAX,2009-S2,2009,S2,0.1202
DE,MWH70000-149999,I_TAX,2010-S1,2010,S1,0.1129
DE,MWH70000-149999,I_TAX,2010-S2,2010,S2,0.122
DE,MWH70000-149999,I_TAX,2011-S1,2011,S1,0.1369
DE,MWH70000-149999,I_TAX,2011-S2,2011,S2,0.1373
DE,MWH70000-149999,I_TAX,2012-S1,2012,S1,0.1291
DE,MWH70000-149999,I_TAX,2012-S2,2012,S2,0.1248
DE,MWH70000-149999,I_TAX,2013-S1,2013,S1,0.1449
DE,MWH70000-149999,I_TAX,2013-S2,2013,S2,0.1339
DE,MWH70000-149999,I_TAX,2014-S1,2014,S1,0.1448
DE,MWH70000-149999,I_TAX,2014-S2,2014,S2,0.1412
DE,MWH70000-149999,I_TAX,2015-S1,2015,S1,0.1388
DE,MWH70000-149999,I_TAX,2015-S2,2015,S2,0.13
DE,MWH70000-149999,I_TAX,2016-S1,2016,S1,0.113
DE,MWH70000-149999,I_TAX,2016-S2,2016,S2,0.1227
DE,MWH70000-149999,I_TAX,2017-S1,2017,S1,0.1447
DE,MWH70000-149999,I_TAX,2017-S2,2017,S2,0.129
DE,MWH70000-149999,I_TAX,2018-S1,2018,S1,0.1235
DE,MWH70000-149999,I_TAX,2018-S2,2018,S2,0.1263
DE,MWH70000-149999,I_TAX,2019-S1,2019,S1,0.1291
DE,MWH70000-149999,I_TAX,2019-S2,2019,S2,0.1278
DE,MWH70000-149999,I_TAX,2020-S1,2020,S1,0.1375
DE,MWH70000-149999,I_TAX,2020-S2,2020,S2,0.1475
DE,MWH70000-149999,I_TAX,2021-S1,2021,S1,0.154
DE,MWH70000-149999,I_TAX,2021-S2,2021,S2,0.1776
DE,MWH70000-149999,I_TAX,2022-S1,2022,S1,0.2117
DE,MWH70000-149999,I_TAX,2022-S2,2022,S2,0.2416
DE,MWH70000-149999,I_TAX,2023-S1,2023,S1,0.2173
DE,MWH70000-149999,I_TAX,2023-S2,2023,S2,0.2214
DE,MWH70000-149999,I_TAX,2024-S1,2024,S1,0.1831
DE,MWH70000-149999,I_TAX,2024-S2,2024,S2,0.1874
DE,MWH70000-149999,I_TAX,2025-S1,2025,S1,0.1878
DE,MWH70000-149999,I_TAX,2025-S2,2025,S2,0.1869
DE,MWH70000-149999,X_TAX,2007-S1,2007,S1,0.068
DE,MWH70000-149999,X_TAX,2007-S2,2007,S2,0.0722
DE,MWH70000-149999,X_TAX,2008-S1,2008,S1,0.0776
DE,MWH70000-149999,X_TAX,2008-S2,2008,S2,0.0755
DE,MWH70000-149999,X_TAX,2009-S1,2009,S1,0.0779
DE,MWH70000-149999,X_TAX,2009-S2,2009,S2,0.0739
DE,MWH70000-149999,X_TAX,2010-S1,2010,S1,0.0661
DE,MWH70000-149999,X_TAX,2010-S2,2010,S2,0.0711
DE,MWH70000-149999,X_TAX,2011-S1,2011,S1,0.0716
DE,MWH70000-149999,X_TAX,2011-S2,2011,S2,0.0732
DE,MWH70000-149999,X_TAX,2012-S1,2012,S1,0.0653
DE,MWH70000-149999,X_TAX,2012-S2,2012,S2,0.0642
DE,MWH70000-149999,X_TAX,2013-S1,2013,S1,0.0636
DE,MWH70000-149999,X_TAX,2013-S2,2013,S2,0.0621
DE,MWH70000-149999,X_TAX,2014-S1,2014,S1,0.0586
DE,MWH70000-149999,X_TAX,2014-S2,2014,S2,0.0608
DE,MWH70000-149999,X_TAX,2015-S1,2015,S1,0.0568
DE,MWH70000-149999,X_TAX,2015-S2,2015,S2,0.0541
DE,MWH70000-149999,X_TAX,2016-S1,2016,S1,0.0449
DE,MWH70000-149999,X_TAX,2016-S2,2016,S2,0.0409
DE,MWH70000-149999,X_TAX,2017-S1,2017,S1,0.0455
DE,MWH70000-149999,X_TAX,2017-S2,2017,S2,0.0434
DE,MWH70000-149999,X_TAX,2018-S1,2018,S1,0.0457
DE,MWH70000-149999,X_TAX,2018-S2,2018,S2,0.0479
DE,MWH70000-149999,X_TAX,2019-S1,2019,S1,0.0545
DE,MWH70000-149999,X_TAX,2019-S2,2019,S2,0.0448
DE,MWH70000-149999,X_TAX,2020-S1,2020,S1,0.0434
DE,MWH70000-149999,X_TAX,2020-S2,2020,S2,0.049
DE,MWH70000-149999,X_TAX,2021-S1,2021,S1,0.052
DE,MWH70000-149999,X_TAX,2021-S2,2021,S2,0.0732
DE,MWH70000-149999,X_TAX,2022-S1,2022,S1,0.1215
DE,MWH70000-149999,X_TAX,2022-S2,2022,S2,0.1728
DE,MWH70000-149999,X_TAX,2023-S1,2023,S1,0.1508
DE,MWH70000-149999,X_TAX,2023-S2,2023,S2,0.1535
DE,MWH70000-149999,X_TAX,2024-S1,2024,S1,0.1276
DE,MWH70000-149999,X_TAX,2024-S2,2024,S2,0.1313
DE,MWH70000-149999,X_TAX,2025-S1,2025,S1,0.1286
DE,MWH70000-149999,X_TAX,2025-S2,2025,S2,0.1283
DE,MWH70000-149999,X_VAT,2007-S1,2007,S1,0.0757
DE,MWH70000-149999,X_VAT,2007-S2,2007,S2,0.0824
DE,MWH70000-149999,X_VAT,2008-S1,2008,S1,0.0859
DE,MWH70000-149999,X_VAT,2008-S2,2008,S2,0.0853
DE,MWH70000-149999,X_VAT,2009-S1,2009,S1,0.0877
DE,MWH70000-149999,X_VAT,2009-S2,2009,S2,0.0861
DE,MWH70000-149999,X_VAT,2010-S1,2010,S1,0.0824
DE,MWH70000-149999,X_VAT,2010-S2,2010,S2,0.0902
DE,MWH70000-149999,X_VAT,2011-S1,2011,S1,0.1013
DE,MWH70000-149999,X_VAT,2011-S2,2011,S2,0.1
DE,MWH70000-149999,X_VAT,2012-S1,2012,S1,0.0931
DE,MWH70000-149999,X_VAT,2012-S2,2012,S2,0.0921
DE,MWH70000-149999,X_VAT,2013-S1,2013,S1,0.1064
DE,MWH70000-149999,X_VAT,2013-S2,2013,S2,0.0971
DE,MWH70000-149999,X_VAT,2014-S1,2014,S1,0.1063
DE,MWH70000-149999,X_VAT,2014-S2,2014,S2,0.1033
DE,MWH70000-149999,X_VAT,2015-S1,2015,S1,0.1012
DE,MWH70000-149999,X_VAT,2015-S2,2015,S2,0.0939
DE,MWH70000-149999,X_VAT,2016-S1,2016,S1,0.0796
DE,MWH70000-149999,X_VAT,2016-S2,2016,S2,0.0877
DE,MWH70000-149999,X_VAT,2017-S1,2017,S1,0.1062
DE,MWH70000-149999,X_VAT,2017-S2,2017,S2,0.093
DE,MWH70000-149999,X_VAT,2018-S1,2018,S1,0.0884
DE,MWH70000-149999,X_VAT,2018-S2,2018,S2,0.0908
DE,MWH70000-149999,X_VAT,2019-S1,2019,S1,0.0931
DE,MWH70000-149999,X_VAT,2019-S2,2019,S2,0.0925
DE,MWH70000-149999,X_VAT,2020-S1,2020,S1,0.1007
DE,MWH70000-149999,X_VAT,2020-S2,2020,S2,0.1122
DE,MWH70000-149999,X_VAT,2021-S1,2021,S1,0.1149
DE,MWH70000-149999,X_VAT,2021-S2,2021,S2,0.1347
DE,MWH70000-149999,X_VAT,2022-S1,2022,S1,0.1634
DE,MWH70000-149999,X_VAT,2022-S2,2022,S2,0.1886
DE,MWH70000-149999,X_VAT,2023-S1,2023,S1,0.1686
DE,MWH70000-149999,X_VAT,2023-S2,2023,S2,0.172
DE,MWH70000-149999,X_VAT,2024-S1,2024,S1,0.1394
DE,MWH70000-149999,X_VAT,2024-S2,2024,S2,0.143
DE,MWH70000-149999,X_VAT,2025-S1,2025,S1,0.1447
DE,MWH70000-149999,X_VAT,2025-S2,2025,S2,0.144
DE,MWH_GE150000,I_TAX,2019-S2,2019,S2,0.1114
DE,MWH_GE150000,I_TAX,2020-S1,2020,S1,0.0965
DE,MWH_GE150000,I_TAX,2020-S2,2020,S2,0.1044
DE,MWH_GE150000,I_TAX,2021-S1,2021,S1,0.1248
DE,MWH_GE150000,I_TAX,2021-S2,2021,S2,0.1758
DE,MWH_GE150000,I_TAX,2022-S1,2022,S1,0.2262
DE,MWH_GE150000,I_TAX,2022-S2,2022,S2,0.2662
DE,MWH_GE150000,I_TAX,2023-S1,2023,S1,0.2088
DE,MWH_GE150000,I_TAX,2023-S2,2023,S2,0.2014
DE,MWH_GE150000,I_TAX,2024-S1,2024,S1,0.164
DE,MWH_GE150000,I_TAX,2024-S2,2024,S2,0.1851
DE,MWH_GE150000,I_TAX,2025-S1,2025,S1,0.1752
DE,MWH_GE150000,I_TAX,2025-S2,2025,S2,0.1714
DE,MWH_GE150000,X_TAX,2019-S2,2019,S2,0.0348
DE,MWH_GE150000,X_TAX,2020-S1,2020,S1,0.0342
DE,MWH_GE150000,X_TAX,2020-S2,2020,S2,0.0389
DE,MWH_GE150000,X_TAX,2021-S1,2021,S1,0.0514
DE,MWH_GE150000,X_TAX,2021-S2,2021,S2,0.0981
DE,MWH_GE150000,X_TAX,2022-S1,2022,S1,0.1499
DE,MWH_GE150000,X_TAX,2022-S2,2022,S2,0.1937
DE,MWH_GE150000,X_TAX,2023-S1,2023,S1,0.144
DE,MWH_GE150000,X_TAX,2023-S2,2023,S2,0.1379
DE,MWH_GE150000,X_TAX,2024-S1,2024,S1,0.1145
DE,MWH_GE150000,X_TAX,2024-S2,2024,S2,0.1323
DE,MWH_GE150000,X_TAX,2025-S1,2025,S1,0.1205
DE,MWH_GE150000,X_TAX,2025-S2,2025,S2,0.119
DE,MWH_GE150000,X_VAT,2019-S2,2019,S2,0.0768
DE,MWH_GE150000,X_VAT,2020-S1,2020,S1,0.0643
DE,MWH_GE150000,X_VAT,2020-S2,2020,S2,0.0733
DE,MWH_GE150000,X_VAT,2021-S1,2021,S1,0.0882
DE,MWH_GE150000,X_VAT,2021-S2,2021,S2,0.1311
DE,MWH_GE150000,X_VAT,2022-S1,2022,S1,0.1734
DE,MWH_GE150000,X_VAT,2022-S2,2022,S2,0.207
DE,MWH_GE150000,X_VAT,2023-S1,2023,S1,0.1589
DE,MWH_GE150000,X_VAT,2023-S2,2023,S2,0.1527
DE,MWH_GE150000,X_VAT,2024-S1,2024,S1,0.1212
DE,MWH_GE150000,X_VAT,2024-S2,2024,S2,0.139
DE,MWH_GE150000,X_VAT,2025-S1,2025,S1,0.1338
DE,MWH_GE150000,X_VAT,2025-S2,2025,S2,0.1307
DE,MWH_LT20,I_TAX,2007-S1,2007,S1,0.22
DE,MWH_LT20,I_TAX,2007-S2,2007,S2,0.2152
DE,MWH_LT20,I_TAX,2008-S1,2008,S1,0.2295
DE,MWH_LT20,I_TAX,2008-S2,2008,S2,0.2294
DE,MWH_LT20,I_TAX,2009-S1,2009,S1,0.2311
DE,MWH_LT20,I_TAX,2009-S2,2009,S2,0.2383
DE,MWH_LT20,I_TAX,2010-S1,2010,S1,0.2481
DE,MWH_LT20,I_TAX,2010-S2,2010,S2,0.2506
DE,MWH_LT20,I_TAX,2011-S1,2011,S1,0.2649
DE,MWH_LT20,I_TAX,2011-S2,2011,S2,0.2711
DE,MWH_LT20,I_TAX,2012-S1,2012,S1,0.2754
DE,MWH_LT20,I_TAX,2012-S2,2012,S2,0.2789
DE,MWH_LT20,I_TAX,2013-S1,2013,S1,0.3057
DE,MWH_LT20,I_TAX,2013-S2,2013,S2,0.3006
DE,MWH_LT20,I_TAX,2014-S1,2014,S1,0.2873
DE,MWH_LT20,I_TAX,2014-S2,2014,S2,0.2909
DE,MWH_LT20,I_TAX,2015-S1,2015,S1,0.2799
DE,MWH_LT20,I_TAX,2015-S2,2015,S2,0.2779
DE,MWH_LT20,I_TAX,2016-S1,2016,S1,0.2804
DE,MWH_LT20,I_TAX,2016-S2,2016,S2,0.2751
DE,MWH_LT20,I_TAX,2017-S1,2017,S1,0.2816
DE,MWH_LT20,I_TAX,2017-S2,2017,S2,0.28
DE,MWH_LT20,I_TAX,2018-S1,2018,S1,0.2876
DE,MWH_LT20,I_TAX,2018-S2,2018,S2,0.2841
DE,MWH_LT20,I_TAX,2019-S1,2019,S1,0.286
DE,MWH_LT20,I_TAX,2019-S2,2019,S2,0.2724
DE,MWH_LT20,I_TAX,2020-S1,2020,S1,0.2916
DE,MWH_LT20,I_TAX,2020-S2,2020,S2,0.2884
DE,MWH_LT20,I_TAX,2021-S1,2021,S1,0.2966
DE,MWH_LT20,I_TAX,2021-S2,2021,S2,0.3028
DE,MWH_LT20,I_TAX,2022-S1,2022,S1,0.3142
DE,MWH_LT20,I_TAX,2022-S2,2022,S2,0.3215
DE,MWH_LT20,I_TAX,2023-S1,2023,S1,0.3864
DE,MWH_LT20,I_TAX,2023-S2,2023,S2,0.3903
DE,MWH_LT20,I_TAX,2024-S1,2024,S1,0.3919
DE,MWH_LT20,I_TAX,2024-S2,2024,S2,0.3958
DE,MWH_LT20,I_TAX,2025-S1,2025,S1,0.3906
DE,MWH_LT20,I_TAX,2025-S2,2025,S2,0.3877
DE,MWH_LT20,X_TAX,2007-S1,2007,S1,0.1489
DE,MWH_LT20,X_TAX,2007-S2,2007,S2,0.1479
DE,MWH_LT20,X_TAX,2008-S1,2008,S1,0.1525
DE,MWH_LT20,X_TAX,2008-S2,2008,S2,0.1585
DE,MWH_LT20,X_TAX,2009-S1,2009,S1,0.1626
DE,MWH_LT20,X_TAX,2009-S2,2009,S2,0.1636
DE,MWH_LT20,X_TAX,2010-S1,2010,S1,0.1604
DE,MWH_LT20,X_TAX,2010-S2,2010,S2,0.1603
DE,MWH_LT20,X_TAX,2011-S1,2011,S1,0.1616
DE,MWH_LT20,X_TAX,2011-S2,2011,S2,0.1698
DE,MWH_LT20,X_TAX,2012-S1,2012,S1,0.166
DE,MWH_LT20,X_TAX,2012-S2,2012,S2,0.1655
DE,MWH_LT20,X_TAX,2013-S1,2013,S1,0.1625
DE,MWH_LT20,X_TAX,2013-S2,2013,S2,0.1513
DE,MWH_LT20,X_TAX,2014-S1,2014,S1,0.1423
DE,MWH_LT20,X_TAX,2014-S2,2014,S2,0.1403
DE,MWH_LT20,X_TAX,2015-S1,2015,S1,0.1349
DE,MWH_LT20,X_TAX,2015-S2,2015,S2,0.1334
DE,MWH_LT20,X_TAX,2016-S1,2016,S1,0.1287
DE,MWH_LT20,X_TAX,2016-S2,2016,S2,0.1252
DE,MWH_LT20,X_TAX,2017-S1,2017,S1,0.1203
DE,MWH_LT20,X_TAX,2017-S2,2017,S2,0.121
DE,MWH_LT20,X_TAX,2018-S1,2018,S1,0.1319
DE,MWH_LT20,X_TAX,2018-S2,2018,S2,0.131
DE,MWH_LT20,X_TAX,2019-S1,2019,S1,0.1348
DE,MWH_LT20,X_TAX,2019-S2,2019,S2,0.1207
DE,MWH_LT20,X_TAX,2020-S1,2020,S1,0.1346
DE,MWH_LT20,X_TAX,2020-S2,2020,S2,0.1369
DE,MWH_LT20,X_TAX,2021-S1,2021,S1,0.1402
DE,MWH_LT20,X_TAX,2021-S2,2021,S2,0.1444
DE,MWH_LT20,X_TAX,2022-S1,2022,S1,0.1809
DE,MWH_LT20,X_TAX,2022-S2,2022,S2,0.2231
DE,MWH_LT20,X_TAX,2023-S1,2023,S1,0.2767
DE,MWH_LT20,X_TAX,2023-S2,2023,S2,0.2798
DE,MWH_LT20,X_TAX,2024-S1,2024,S1,0.2794
DE,MWH_LT20,X_TAX,2024-S2,2024,S2,0.282
DE,MWH_LT20,X_TAX,2025-S1,2025,S1,0.2665
DE,MWH_LT20,X_TAX,2025-S2,2025,S2,0.2642
DE,MWH_LT20,X_VAT,2007-S1,2007,S1,0.1726
DE,MWH_LT20,X_VAT,2007-S2,2007,S2,0.1759
DE,MWH_LT20,X_VAT,2008-S1,2008,S1,0.1768
DE,MWH_LT20,X_VAT,2008-S2,2008,S2,0.1831
DE,MWH_LT20,X_VAT,2009-S1,2009,S1,0.184
DE,MWH_LT20,X_VAT,2009-S2,2009,S2,0.1888
DE,MWH_LT20,X_VAT,2010-S1,2010,S1,0.1923
DE,MWH_LT20,X_VAT,2010-S2,2010,S2,0.1983
DE,MWH_LT20,X_VAT,2011-S1,2011,S1,0.2072
DE,MWH_LT20,X_VAT,2011-S2,2011,S2,0.2124
DE,MWH_LT20,X_VAT,2012-S1,2012,S1,0.216
DE,MWH_LT20,X_VAT,2012-S2,2012,S2,0.219
DE,MWH_LT20,X_VAT,2013-S1,2013,S1,0.2415
DE,MWH_LT20,X_VAT,2013-S2,2013,S2,0.2372
DE,MWH_LT20,X_VAT,2014-S1,2014,S1,0.2261
DE,MWH_LT20,X_VAT,2014-S2,2014,S2,0.2291
DE,MWH_LT20,X_VAT,2015-S1,2015,S1,0.2198
DE,MWH_LT20,X_VAT,2015-S2,2015,S2,0.2182
DE,MWH_LT20,X_VAT,2016-S1,2016,S1,0.2203
DE,MWH_LT20,X_VAT,2016-S2,2016,S2,0.2158
DE,MWH_LT20,X_VAT,2017-S1,2017,S1,0.2213
DE,MWH_LT20,X_VAT,2017-S2,2017,S2,0.2199
DE,MWH_LT20,X_VAT,2018-S1,2018,S1,0.2263
DE,MWH_LT20,X_VAT,2018-S2,2018,S2,0.2234
DE,MWH_LT20,X_VAT,2019-S1,2019,S1,0.225
DE,MWH_LT20,X_VAT,2019-S2,2019,S2,0.2289
DE,MWH_LT20,X_VAT,2020-S1,2020,S1,0.2455
DE,MWH_LT20,X_VAT,2020-S2,2020,S2,0.2485
DE,MWH_LT20,X_VAT,2021-S1,2021,S1,0.2492
DE,MWH_LT20,X_VAT,2021-S2,2021,S2,0.2544
DE,MWH_LT20,X_VAT,2022-S1,2022,S1,0.264
DE,MWH_LT20,X_VAT,2022-S2,2022,S2,0.2702
DE,MWH_LT20,X_VAT,2023-S1,2023,S1,0.3247
DE,MWH_LT20,X_VAT,2023-S2,2023,S2,0.3279
DE,MWH_LT20,X_VAT,2024-S1,2024,S1,0.3293
DE,MWH_LT20,X_VAT,2024-S2,2024,S2,0.3326
DE,MWH_LT20,X_VAT,2025-S1,2025,S1,0.3282
DE,MWH_LT20,X_VAT,2025-S2,2025,S2,0.3258
DE,TOT_KWH,I_TAX,2021-S2,2021,S2,0.2097
DE,TOT_KWH,I_TAX,2022-S1,2022,S1,0.2468
DE,TOT_KWH,I_TAX,2022-S2,2022,S2,0.258
DE,TOT_KWH,I_TAX,2023-S1,2023,S1,0.2599
DE,TOT_KWH,I_TAX,2023-S2,2023,S2,0.254
DE,TOT_KWH,I_TAX,2024-S1,2024,S1,0.2469
DE,TOT_KWH,I_TAX,2024-S2,2024,S2,0.2527
DE,TOT_KWH,I_TAX,2025-S1,2025,S1,0.2415
DE,TOT_KWH,I_TAX,2025-S2,2025,S2,0.2372
DE,TOT_KWH,X_TAX,2021-S2,2021,S2,0.0955
DE,TOT_KWH,X_TAX,2022-S1,2022,S1,0.1482
DE,TOT_KWH,X_TAX,2022-S2,2022,S2,0.1831
DE,TOT_KWH,X_TAX,2023-S1,2023,S1,0.1831
DE,TOT_KWH,X_TAX,2023-S2,2023,S2,0.1784
DE,TOT_KWH,X_TAX,2024-S1,2024,S1,0.1742
DE,TOT_KWH,X_TAX,2024-S2,2024,S2,0.1792
DE,TOT_KWH,X_TAX,2025-S1,2025,S1,0.1632
DE,TOT_KWH,X_TAX,2025-S2,2025,S2,0.1614
DE,TOT_KWH,X_VAT,2021-S2,2021,S2,0.1665
DE,TOT_KWH,X_VAT,2022-S1,2022,S1,0.1978
DE,TOT_KWH,X_VAT,2022-S2,2022,S2,0.2074
DE,TOT_KWH,X_VAT,2023-S1,2023,S1,0.2085
DE,TOT_KWH,X_VAT,2023-S2,2023,S2,0.2035
DE,TOT_KWH,X_VAT,2024-S1,2024,S1,0.1998
DE,TOT_KWH,X_VAT,2024-S2,2024,S2,0.2045
DE,TOT_KWH,X_VAT,2025-S1,2025,S1,0.1959
DE,TOT_KWH,X_VAT,2025-S2,2025,S2,0.1921
